,red_text,black_text,color,index
179,,"Свети́ся, свети́ся, но́вый Иерусали́ме: сла́ва бо Госпо́дня на тебе́ возсия́. Лику́й ны́не и весели́ся, Сио́не. Ты же, Чи́стая, красу́йся, Богоро́дице, о воста́нии Рождества́ Твоего́.
О Боже́ственнаго, о любе́знаго, о сладча́йшаго Твоего́ гла́са! с на́ми бо нело́жно обеща́лся еси́ бы́ти, до сконча́ния ве́ка Христе́: Его́же ве́рнии, утвержде́ние наде́жди иму́ще, ра́дуемся.
О Па́сха ве́лия и свяще́ннейшая, Христе́! о му́дросте, и Сло́ве Бо́жий, и си́ло! Подава́й на́м и́стее Тебе́ причаща́тися, в невече́рнем дни́ Ца́рствия Твоего́.
",black,0.0
180,"<Ексапостила́рий. Самогла́сен:>
",,red,
181,,"Я́ко Тя хва́лят вся Си́лы Небе́сныя, Отца́, и Сы́на, и Свята́го Ду́ха, и Тебе́ сла́ву возсылают, ны́не и при́сно, и во ве́ки веко́в.
",black,0.0
182,,"Пло́тию усну́в, я́ко мертв, Царю́ и Го́споди, тридне́вен воскре́сл еси́, Ада́ма воздви́г от тли, и упраздни́в смерть: Па́сха нетле́ния, ми́ра спасе́ние. 
",red,
183,Трижды,,red,
184,"<Хвали́тны псалмы́, глас 1:>
",,red,
185,"<на гла́с 1. Поста́вим стихи́ 4 и пое́м стихи́ры воскре́сны, гла́с 1.>
",,red,
186,,"Вся́кое дыха́ние:
",black,0.0
187,"<Стих:>
",,red,
188,"<Стих:>
",,red,
189,,"Хвали́те Его́ на си́лах Его́, хвали́те Его́ по мно́жеству вели́чествия Его́.
Пое́м Твою́, Христе́, спаси́тельную страсть, и сла́вим Твое́ Воскресе́ние.
Хвали́те Его́ во гла́се тру́бнем, хвалите Его́ во псалти́ри и гу́слех.
Крест претерпе́вый, и смерть упраздни́вый, и воскресы́й из ме́ртвых, умири́ на́шу жизнь, Го́споди, я́ко Еди́н Всеси́лен.
Хвали́те Его́ в тимпа́не и ли́це, хвали́те Его́ во стру́нах и орга́не.
А́да плени́вый и челове́ка воскреси́вый, Воскресе́нием Твои́м, Христе́, сподо́би ны чи́стым се́рдцем, Тебе́ пе́ти и сла́вити.
",black,0.0
190,"<Та́же совоку́пльшеся о́ба ли́ка, пою́т стихи́ры Па́схи, глас 5.>
",,red,
191,,"Хвали́те Его́ в кимва́лех доброгла́сных, хвали́те Его́ в кимва́лех восклица́ния, вся́кое дыха́ние да хва́лит Го́спода.
Боголе́пное Твое́ снизхожде́ние сла́вяще, пое́м Тя, Христе́: роди́лся еси́ от Де́вы, и неразлуче́н был еси́ от Отца́: пострада́л еси́ я́ко челове́к, и во́лею претерпе́л еси́ Крест, воскре́сл еси́ от гро́ба я́ко от черто́га произше́д, да спасе́ши мир, Го́споди, сла́ва Тебе́.
",black,0.0
192,"<Стих:>
",,red,
193,"<Стих:>
",,red,
194,,"Да воскре́снет Бог, и расточа́тся врази́ Его́.
Па́сха свяще́нная нам днесь показа́ся, Па́сха но́ва свята́я, Па́сха та́инственная, Па́сха всечестна́я. Па́сха Христо́с Изба́витель, Па́сха непоро́чная, Па́сха вели́кая, Па́сха ве́рных. Па́сха две́ри ра́йския нам отверза́ющая. Па́сха всех освяща́ющая ве́рных.
",black,0.0
195,"<Стих:>
",,red,
196,,"Я́ко исчеза́ет дым, да исче́знут.
Прииди́те от виде́ния жены́ благове́стницы, и Сио́ну рцы́те: приими́ от нас ра́дости благове́щения, Воскресе́ния Христо́ва: красу́йся, лику́й и ра́дуйся, Иерусали́ме, Царя́ Христа́ узре́в из гро́ба, я́ко жениха́ происходя́ща.
",black,0.0
197,"<Стих:>
",,red,
198,,"Та́ко да поги́бнут гре́шницы от Лица́ Бо́жия, а пра́ведницы да возвеселя́тся.
Мироно́сицы жены́, у́тру глубоку́, предста́вша гро́бу Живода́вца, обрето́ша А́нгела на ка́мени седя́ща, и той провеща́в им, си́це глаго́лаше: что и́щете Жива́го с ме́ртвыми? что пла́чете Нетле́ннаго во тли? Ше́дше, пропове́дите ученико́м Его́.
",black,0.0
199,"<Сла́ва и ны́не: гла́с 5:>
",,red,
200,,"Сей день, его́же сотвори Госпо́дь, возра́дуемся и возвесели́мся в онь.
Па́сха кра́сная, Па́сха, Госпо́дня Па́сха! Па́сха всечестна́я нам возсия́. Па́сха, ра́достию друг дру́га обы́мем. О Па́сха! Избавле́ние ско́рби, и́бо из гро́ба днесь, я́ко от черто́га возсия́в Христо́с, жены́ ра́дости испо́лни, глаго́ля: пропове́дите апо́столом.
",black,0.0
201,,"Та́же, Христо́с воскре́се
",red,
202,": три́жды. И пое́м сие́ мно́гажды, до́ндеже целу́ют бра́тия дру́г дру́га.",,red,
203,"<Целова́ние же настоя́теля с про́чими иере́и и диа́коны во свято́м олтари́ быва́ет си́це: Глаго́лет приходя́й: Христо́с воскре́се: О́ному же отвеща́вшу:>
",,red,
204,,"Воскресе́ния день, и просвети́мся торжество́м, и друг дру́га обы́мем. Рцем бра́тие, и ненави́дящим нас, прости́м вся Воскресе́нием, и та́ко возопии́м: Христо́с воскре́се из ме́ртвых, сме́ртию смерть попра́в, и су́щим во гробе́х живо́т дарова́в.
",black,0.0
205,"<Посе́м взе́м настоя́тель честны́й кре́ст и ста́нет вне́ пред святы́ми ца́рскими две́рьми. Та́кожде и вси́ свяще́нницы, ели́ко и́х е́сть, и диа́кони, взе́мше ки́йждо и́х, свято́е ева́нглие, и честны́я ико́ны, по чи́ну своему́: и ста́нут вси́ ря́дом, от десны́я страны́ настоя́теля. И прихо́дят пре́жде честне́йшии церко́вницы, ста́рцы, еди́н по еди́ному: и ма́ло преклоня́ются пред настоя́телем: и целу́ют ки́йждо и́х честны́й кре́ст, и свято́е ева́нглие, его́же держи́т иере́й, и про́чыя о́бразы. Та́же и самаго́ настоя́теля во уста́ целу́ют, глаго́люще>: Христо́с воскре́се.
",,red,
