 ,red_text,black_text,color,temp
137,,"Φωτίζου, φωτίζου ἡ νέα Ἱερουσαλήμ· ἡ γὰρ δόξα Κυρίου ἐπὶ σὲ ἀνέτειλε. Χόρευε νῦν, καὶ ἀγάλλου Σιών· σὺ δὲ ἁγνή, τέρπου, Θεοτόκε, ἐν τῇ ἐγέρσει τοῦ τόκου σου.",black,
138,,Χριστὸς ἀνέστη...,black,
139,γ',,red,
140,,"Ἀναστὰς ὁ Ἰησοῦς ἀπὸ τοῦ τάφου καθὼς προεῖπεν, ἔδωκεν ἡμῖν τὴν αἰώνιον ζωὴν καὶ μέγα ἔλεος.",black,
141,"Εἶτα, Συναπτὴ μικρὰ μεθ' ἣν Ἐκφώνησις",,red,
142,"Ὅτι σὲ αἰνοῦσι πᾶσαι αἱ Δυνάμεις τῶν οὐρανῶν, καὶ σοὶ τὴν δόξαν ἀναπέμπουσι, τῷ Πατρὶ καὶ τῷ Υἱῷ καὶ τῷ Ἁγίῳ Πνεύματι, νῦν καὶ ἀεὶ καὶ εἰς τοὺς αἰῶνας τῶν αἰώνων.",,red,
143,Ἐξαποστειλάριον αὐτόμελον Ἦχος β',,red,
144,,"Σαρκὶ ὑπνώσας ὡς θνητός, ὁ Βασιλεὺς καὶ Κύριος, τριήμερος ἐξανέστης, Ἀδὰμ ἐγείρας ἐκ φθορᾶς, καὶ καταργήσας θάνατον, Πάσχα τῆς ἀφθαρσίας, τοῦ κόσμου σωτήριον.",black,
145,ΨΑΛΜΟΣ ΡΜΗ' (148) Ἦχος α',,red,
146,,Πᾶσα πνοὴ αἰνεσάτω τὸν Κύριον. Αἰνεῖτε τὸν Κύριον ἐκ τῶν οὐρανῶν αἰνεῖτε αὺτὸν ἐν τοῖς ὑψἰστοις· Σοὶ πρέπει ὕμνος τῷ Θεῷ.,black,
147,,"Αἰνεῖτε αὐτὸν πάντες οἱ Ἄγγελοι αὐτοῦ· αἰνεῖτε αὐτὸν, πᾶσαι αἱ Δυνάμεις αὐτοῦ· Σοὶ πρέπει ὕμνος τῷ Θεῷ.",black,
148,,"Αἰνεῖτε αὐτόν, ἥλιος καὶ σελήνη, αἰνεῖτε αὐτόν, πάντα τὰ ἄστρα καὶ τὸ φῶς.",black,
149,,"Αἰνεῖτε αὐτόν, οἱ οὐρανοὶ τῶν οὐρανῶν, καὶ τὸ ὕδωρ τὸ ὑπεράνω τῶν οὐρανῶν.",black,
150,,"Αἰνεσάτωσαν τὸ ὄνομα Κυρίου, ὅτι αὐτὸς εἶπε, καὶ ἐγενήθησαν, αὐτὸς ἐνετείλατο, καὶ ἐκτίσθησαν.",black,
151,,"Ἔστησεν αὐτὰ εἰς τὸν αἰῶνα, καὶ εἰς τὸν αἰῶνα τοῦ αἰῶνος, πρόσταγμα ἔθετο, καὶ οὐ παρελεύσεται.",black,
152,,"Αἰνεῖτε τὸν Κύριον ἐκ τῆς γῆς, δράκοντες καὶ πᾶσαι ἄβυσσοι.",black,
153,,"Πῦρ, χάλαζα, χιών, κρύσταλλος, πνεῦμα καταιγίδος, τὰ ποιοῦντα τὸν λόγον αὐτοῦ.",black,
154,,"Τὰ ὄρη καὶ πάντες οἱ βουνοί, ξύλα καρποφόρα, καὶ πᾶσαι κέδροι.",black,
155,,"Τὰ θηρία καὶ πάντα τὰ κτήνη, ἑρπετὰ καὶ πετεινὰ πτερωτά.",black,
156,,"Βασιλεῖς τῆς γῆς καὶ πάντες λαοί, ἄρχοντες καὶ πάντες κριταὶ τῆς γῆς.",black,
157,,"Νεανίσκοι καὶ παρθένοι, πρεσβύτεροι μετὰ νεωτέρων, αἰνεσάτωσαν τὸ ὄνομα Κυρίου, ὅτι ὑψώθη τὸ ὄνομα αὐτοῦ μόνου.",black,
158,,"Ἡ ἐξομολόγησις αὐτοῦ ἐπὶ γῆς καὶ οὐρανοῦ, καὶ ὑψώσει κέρας λαοῦ αὐτοῦ.",black,
159,,"Ὕμνος πᾶσι τοῖς ὁσίοις αὐτοῦ, τοῖς υἱοὶς Ἰσραήλ, λαῷ ἐγγίζοντι αὐτῷ.",black,
160,ΨΑΛΜΟΣ ΡΜΘ' (149),,red,
161,,"ᾌσατε τῷ Κυρίῳ ᾆσμα καινόν, ἡ αἴνεσις αὐτοῦ ἐν ἐκκλησίᾳ Ὁσίων.",black,
162,,"Εὐφρανθήτω Ἰσραὴλ ἐπὶ τῷ ποιήσαντι αὐτόν, καὶ υἱοὶ Σιὼν ἀγαλλιάσθωσαν ἐπὶ τῷ βασιλεῖ αὐτῶν.",black,
163,,"Αἰνεσάτωσαν τὸ ὄνομα αὐτοῦ ἐν χορῷ , ἐν τυμπάνῳ καὶ ψαλτηρίῳ ψαλάτωσαν αὐτῷ.",black,
164,,"Ὅτι εὐδοκεῖ Κύριος ἐν τῷ λαῷ αὐτοῦ, καὶ ὑψώσει πραεῖς ἐν σωτηρίᾳ.",black,
165,,"Καυχἠσονται ὅσιοι ἐν δόξῃ, καὶ ἀγαλλιάσονται ἐπὶ τῶν κοιτῶν αὐτῶν.",black,
166,,"Αἱ ὑψώσεις τοῦ Θεοῦ ἐν τῷ λάρυγγι αὐτῶν, καὶ ῥομφαῖαι δίστομοι ἐν ταῖς χερσὶν αὐτῶν.",black,
167,,"Τοῦ ποιῆσαι ἐκδίκησιν ἐν τοῖς ἔθνεσιν, ἐλεγμοὺς ἐν τοῖς λαοῖς.",black,
168,,"Τοῦ δῆσαι τοὺς βασιλεῖς αὐτῶν ἐν πέδαις, καὶ τοὺς ἐνδόξους αὐτῶν ἐν χειροπέδαις σιδηραῖς.",black,
169,,Τοῦ ποιῆσαι ἐν αὐτοῖς κρῖμα ἔγγραπτον. Δόξα αὕτη ἔσται πᾶσι τοῖς ὁσίοις αὐτοῦ.,black,
170,ΨΑΛΜΟΣ ΡΝ' (150),,red,
171,,"Αἰνεῖτε τὸν Θεὸν ἐν τοῖς Ἁγίοις αὐτοῦ, αἰνεῖτε αὐτὸν ἐν στερεώματι τῆς δυνάμεως αὐτοῦ.",black,
172,Ἦχος α',,red,
173,,"Ὑμνοῦμέν σου Χριστέ, τὸ σωτήριον Πάθος, καὶ δοξάζομέν σου τὴν Ἀνάστασιν.",black,
174,,"Ὁ Σταυρὸν ὑπομείνας, καὶ τὸν θάνατον καταργήσας, καὶ ἀναστὰς ἐκ τῶν νεκρῶν, εἰρήνευσον ἡμῶν τὴν ζωήν, Κύριε, ὡς μόνος παντοδύναμος.",black,
175,,"Ὁ τὸν ᾍδην σκυλεύσας, καὶ τὸν ἄνθρωπον ἀναστήσας, τῇ ἀναστάσει σου, Χριστέ, ἀξίωσον ἡμᾶς, ἐν καθαρᾷ καρδίᾳ, ὑμνεῖν καὶ δοξάζειν σε.",black,
176,,"Τὴν θεοπρεπῆ σου συγκατάβασιν δοξάζοντες ὑμνοῦμέν σε, Χριστέ. Ἐτέχθης ἐκ Παρθένου καὶ ἀχώριστος ὑπῆρχες τῷ Πατρί. Ἔπαθες ὡς ἄνθρωπος, καὶ ἑκουσίως ὑπέμεινας σταυρόν. Ἀνέστης ἐκ τοῦ τάφου, ὡς ἐκ παστάδος προελθών, ἵνα σώσῃς τὸν κόσμον, Κύριε, δόξα σοι.",black,
177,Εἶτα τὰ Στιχηρὰ τοῦ Πάσχα μετὰ τῶν Στίχων αὐτῶν. Ἦχος πλ. α' Στίχ.,,red,
178,,"Πάσχα ἱερὸν ἡμῖν σήμερον ἀναδέδεικται, Πάσχα καινόν, Ἅγιον, Πάσχα μυστικόν, Πάσχα πανσεβάσμιον, Πάσχα Χριστὸς ὁ λυτρωτής, Πάσχα ἄμωμον, Πάσχα μέγα, Πάσχα τῶν πιστῶν, Πάσχα, τὸ πύλας ἡμῖν τοῦ Παραδείσου ἀνοῖξαν, Πάσχα, πάντας ἁγιάζον πιστούς.",black,
179,Στίχ.,,red,
180,,"Δεῦτε ἀπὸ θέας Γυναῖκες εὐαγγελίστριαι, καὶ τῇ Σιὼν εἴπατε· Δέχου παρ΄ ἡμῶν χαρᾶς εὐαγγέλια, τῆς Ἀναστάσεως Χριστοῦ, τέρπου, χόρευε, καὶ ἀγάλλου Ἱερουσαλήμ, τὸν Βασιλέα Χριστόν, θεασαμένη ἐκ τοῦ μνήματος, ὡς νυμφίον προερχόμενον.",black,
181,Στίχ.,,red,
182,,"Αἱ Μυροφόροι γυναῖκες, ὄρθρου βαθέος, ἐπιστᾶσαι πρὸς τὸ μνῆμα τοῦ Ζωοδότου, εὗρον Ἄγγελον, ἐπὶ τὸν λίθον καθήμενον, καὶ αὐτὸς προσφθεγξάμενος, αὐταῖς οὕτως ἔλεγε· Τί ζητεῖτε τὸν ζῶντα μετὰ τῶν νεκρῶν; τί θρηνεῖτε τὸν ἄφθαρτον ὡς ἐν φθορᾷ; ἀπελθοῦσαι κηρύξατε, τοῖς αὐτοῦ Μαθηταῖς.",black,
183,Στίχ.,,red,
184,,"Πάσχα τὸ τερπνόν, Πάσχα Κυρίου, Πάσχα, Πάσχα πανσεβάσμιον ἡμῖν ἀνέτειλε, Πάσχα, ἐν χαρᾷ ἀλλήλους περιπτυξώμεθα, ὦ Πάσχα λύτρον λύπης· καὶ γὰρ ἐκ τάφου σήμερον ὥσπερ ἐκ παστοῦ, ἐκλάμψας Χριστός, τὰ Γύναια χαρᾶς ἔπλησε λέγων· Κηρύξατε Ἀποστόλοις.",black,
185,,Δόξα... Καὶ νῦν...,black,
186,,"Ἀναστάσεως ἡμέρα, καὶ λαμπρυνθῶμεν τῇ πανηγύρει, καὶ ἀλλήλους περιπτυξώμεθα. Εἴπωμεν ἀδελφοί, καὶ τοῖς μισοῦσιν ἡμᾶς· Συγχωρήσωμεν πάντα τῇ Ἀναστάσει, καὶ οὕτω βοήσωμεν·",black,
187,"Εἶτα, τὸ",,red,
188,,Χριστὸς ἀνέστη...,black,
189,"ἐκ τρίτου, καὶ ψάλλομεν τοῦτο πολλάκις, ἄχρις ἂν ἀσπάσωνται οἱ Ἀδελφοὶ ἀλλήλους, ὁ δὲ Ἀσπασμὸς γίνεται οὕτω.  Λαμβάνει ὁ Ἱερεὺς τὸ ἅγιον Εὐαγγέλιον, καὶ ἵσταται πρὸ τῶν θυρῶν τοῦ ἁγίου Βήματος, ὁ δὲ Καθηγούμενος, ἐλθὼν καὶ ἀσπασάμενος τὸ ἅγιον Εὐαγγέλιον καὶ τόν Ἱερέα, λαμβάνει αὐτὸ ἐκ τῶν χειρῶν αὐτοῦ, καὶ ἵσταται ἐκ δεξιῶν τοῦ Ἱερέως, Εἶτα οἱ Ἀδελφοὶ πάντες, κατὰ τὴν τάξιν αὐτῶν, ἀσπάζονται πρῶτον τὸ ἅγιον Εὐαγγέλιον, εἶτα τὸν Ἱερέα καὶ τὸν Καθηγούμενον, καὶ ἵστανται κᾀκεῖνοι ἔνθα ἂν τύχωσι, καὶ ἀσπάζονται ἀλλήλους.  Μετὰ γοῦν τὸν Ἀσπασμόν, ἀναγινώσκεται ὁ κατηχητικὸς λόγος τοῦ ἁγίου Ἰωάννου τοῦ ἐκ Χρυσοστόμου παρὰ τοῦ Ἡγουμένου, ἤ του Ἐκκλησιάρχου, ἵστανται δὲ οἱ Ἀδελφοὶ ἅπαντες, καὶ ἐπακροῶνται τῆς ἀναγνώσεως. Τοῦ ἐν Ἁγίοις Πατρὸς ἡμῶν  ΙΩΑΝΝΟΥ",,red,
190,,ΑΡΧΙΕΠΙΣΚΟΠΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ,black,
191,ΤΟΥ ΧΡΥΣΟΣΤΟΜΟΥ,,red,temp
192,,ΛΟΓΟΣ ΚΑΤΗΧΗΤΙΚΟΣ,black,
193,"Εἰς τὴν ἁγίαν καὶ λαμπροφόρον ἡμέραν τῆς ἐνδόξου καὶ σωτηριώδους Χριστοῦ τοῦ Θεοῦ ἡμῶν, Ἀναστασεως.",,red,
194,,"Εἴ τις εὐσεβὴς καὶ φιλόθεος ἀπολαυέτω τῆς καλῆς ταύτης καὶ λαμπρᾶς πανηγύρεως, Εἴ τις δοῦλος εὐγνώμων, εἰσελθέτω χαίρων εἰς τὴν χαρὰν τοῦ Κυρίου αὐτοῦ. Εἴ τις ἔκαμε νηστεύων, ἀπολαυέτω νῦν τὸ δηνάριον. Εἴ τις ἀπὸ τῆς πρώτης ὥρας εἰργάσατο, δεχέσθω σήμερον τὸ δίκαιον ὄφλημα. Εἴ τις μετὰ τὴν τρίτην ἦλθεν, εὐχαρίστως ἑορτασάτω. Εἴ τις μετὰ τὴν ἕκτην ἔφθασε, μηδὲν ἀμφιβαλλέτω· καὶ γὰρ οὐδὲν ζημιοῦται. Εἴ τις ὑστέρησεν εἰς τὴν ἐννάτην, προσελθέτω, μηδὲν ἐνδοιάζων. Εἴ τις εἰς μόνην ἔφθασε τὴν ἑνδεκάτην, μὴ φοβηθῇ τὴν βραδύτητα· φιλότιμος γὰρ ὢν ὁ Δεσπότης, δέχεται τὸν ἔσχατον, καθάπερ καὶ τὸν πρῶτον. Ἀναπαύει τὸν τῆς ἑνδεκάτης, ὡς τὸν ἐργασάμενον ἀπὸ τῆς πρώτης. Καὶ τὸν ὕστερον ἐλεεῖ, καὶ τὸν πρῶτον θεραπεύει, κᾀκείνῳ δίδωσι, καὶ τούτῳ χαρίζεται. Καὶ τὰ ἔργα δέχεται, καὶ τὴν γνώμην ἀσπάζεται. Καὶ τὴν πρᾶξιν τιμᾷ, καὶ τὴν πρόθεσιν ἐπαινεῖ· οὐκοῦν εἰσέλθετε πάντες εἰς τὴν χαρὰν τοῦ Κυρίου ἡμῶν, καὶ πρῶτοι καὶ δεύτεροι τὸν μισθὸν ἀπολαύετε. Πλούσιοι καὶ πένητες μετ' ἀλλήλων χορεύσατε. Ἐγκρατεῖς καὶ ῥάθυμοι τὴν ἡμέραν τιμήσατε. Νηστεύσαντες καὶ μὴ νηστεύσαντες, εὐφράνθητε σήμερον. Ἡ τράπεζα γέμει τρυφήσατε πάντες, ὁ μόσχος πολὺς μηδεὶς ἐξέλθῃ πεινῶν. Πάντες ἀπολαύετε τοῦ συμποσίου τῆς πίστεως. Πάντες ἀπολαύσατε τοῦ πλούτου τῆς χρηστότητος. Μηδείς θρηνείτω πενίαν· ἐφάνη γὰρ ἡ κοινὴ βασιλεία. Μηδεὶς ὀδυρέσθω πταίσματα· συγγνώμη γὰρ ἐκ τοῦ τάφου ἀνέτειλε. Μηδεὶς φοβείσθω θάνατον· ἠλευθέρωσε γὰρ ἡμᾶς τοῦ Σωτῆρος ὁ θάνατος. Ἔσβεσεν αὐτόν, ὑπ' αὐτοῦ κατεχόμενος. Ἐσκύλευσε τὸν ᾍδην, ὁ κατελθὼν εἰς τὸν ᾍδην. Ἐπίκρανεν αὐτόν, γευσάμενον τῆς σαρκὸς αὐτοῦ, καὶ τοῦτο προλαβὼν Ἡσαΐας, ἐβόησεν· ὁ ᾍδης, φησίν, ἐπικράνθη συναντήσας σοι κάτω. Ἐπικράνθη, καὶ γὰρ κατηργήθη. Ἐπικράνθη, καὶ γὰρ ἐνεπαίχθη. Ἐπικράνθη, καὶ γὰρ ἐνεκρώθη. Ἐπικράνθη, καὶ γὰρ καθῃρέθη. Ἐπικράνθη, καὶ γὰρ ἐδεσμεύθη. Ἔλαβε σῶμα, καὶ Θεῷ περιέτυχεν. Ἔλαβε γῆν, καὶ συνήντησεν οὐρανῷ. Ἔλαβεν, ὅπερ ἔβλεπε, καὶ πέπτωκεν, ὅθεν οὐκ ἔβλεπε. Ποῦ σου θάνατε τὸ κέντρον; ποῦ σου ᾍδη τὸ νῖκος; Ἀνέστη Χριστός, καὶ σὺ καταβέβλησαι. Ἀνέστη Χριστὸς καὶ πεπτώκασι δαίμονες. Ἀνέστη Χριστός, καὶ χαίρουσιν Ἄγγελοι. Ἀνέστη Χριστός, καὶ ζωὴ πολιτεύεται. Ἀνέστη Χριστός, καὶ νεκρὸς οὐδεὶς ἐπὶ μνήματος. Χριστὸς γὰρ ἐγερθείς ἐκ νεκρῶν ἀπαρχὴ τῶν κεκοιμημένων ἐγένετο. Αὐτῷ ἡ δόξα καὶ τὸ κράτος εἰς τοὺς αἰῶνας τῶν αἰώνων, Ἀμήν.",black,
195,Ἦχος πλ. δ',,red,
196,,"Ἡ τοῦ στόματός σου καθάπερ πυρσὸς ἐκλάμψασα χάρις, τὴν οἰκουμένην ἐφώτισεν, ἀφιλαργυρίας τῷ κόσμῳ θησαυροὺς ἐναπέθετο, τὸ ὕψος ἡμῖν τῆς ταπεινοφροσύνης ὑπέδειξεν. Ἀλλὰ σοῖς λόγοις παιδεύων, Πάτερ Ἰωάννη Χρυσόστομε, πρέσβευε τῷ Λόγῳ Χριστῷ τῷ Θεῷ, σωθῆναι τὰς ψυχὰς ἡμῶν.",black,
197,"Μετὰ τὸν Εὐλογητόν,",,red,
198,,Χριστὸς ἀνέστη ἐκ νεκρῶν...,black,
199,(Ἐκ γ'),,red,
200,,"Ἀνάστασιν Χριστοῦ θεασάμενοι προσκυνήσωμεν ἅγιον Κύριον, Ἰησοῦν τὸν μόνον ἀναμάρτητον. Τὸν Σταυρόν σου Χριστὲ προσκυνοῦμεν, καὶ τὴν ἁγίαν σου Ἀνάστασιν ὑμνοῦμεν καὶ δοξάζομεν· σὺ γὰρ εἶ Θεὸς ἡμῶν, ἐκτός σου ἄλλον οὐκ οἴδαμεν, τὸ ὄνομά σου ὀνομάζομεν. Δεῦτε πάντες οἱ πιστοί, προσκυνήσωμεν τὴν τοῦ Χριστοῦ ἁγίαν Ἀνάστασιν. Ἰδοὺ γὰρ ἦλθε διὰ τοῦ Σταυροῦ, χαρὰ ἐν ὅλῳ τῷ κόσμῳ. Διὰ παντὸς εὐλογοῦντες τὸν Κύριον, ὑμνοῦμεν τὴν Ἀνάστασιν αὐτοῦ. Σταυρὸν γὰρ ὑπομείνας δι' ἡμᾶς, θανάτῳ θάνατον ὤλεσεν.",black,
